t,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,walltime
0.0011,0.501751,0.50649,0.48309,0.513592,0.518836,0.493201,0.498464,0.507414,0.493335,0.497178,0.505648,0.510744,0.495124,0.506219,0.499659,0.482795,0.501942,0.486857,0.493656,0.488867,0.507208,0.503624,0.50466,0.497686,0.582818,5.34597,0.553503,0.496331,0.50014,0.509814,0.500256,0.504268,0.483885,0.517493,0.487845,0.504234,0.492464,0.50107,0.490407,0.511186,0.519378,0.504856,0.511154,0.482183,0.503079,0.512367,0.490416,0.518499,0.499228,0.503467,0.0823641
0.0012,0.50184,0.506728,0.483045,0.51344,0.519236,0.492831,0.499109,0.507296,0.493204,0.497508,0.505893,0.510605,0.495405,0.506513,0.499679,0.482697,0.502021,0.487022,0.493685,0.489145,0.507221,0.503808,0.504896,0.497834,0.593856,5.32442,0.56479,0.496807,0.500331,0.509891,0.500102,0.504295,0.484156,0.517495,0.487904,0.504323,0.492651,0.501636,0.489755,0.511711,0.519152,0.505342,0.511219,0.482143,0.503462,0.512233,0.490454,0.518515,0.499613,0.503332,0.0824828
0.0013,0.501932,0.506957,0.483017,0.51328,0.519628,0.492467,0.499756,0.507176,0.493069,0.497845,0.506136,0.510457,0.495697,0.5068,0.499696,0.482607,0.502097,0.487187,0.493713,0.489426,0.507229,0.503995,0.505129,0.498013,0.605789,5.30102,0.576997,0.497301,0.500524,0.50996,0.499952,0.504315,0.484439,0.517488,0.487973,0.5044,0.492842,0.502205,0.489104,0.512238,0.518919,0.505837,0.51127,0.482117,0.503844,0.512091,0.490506,0.51852,0.500005,0.503195,0.082376
0.0014,0.502025,0.507177,0.483005,0.513112,0.520013,0.492109,0.500405,0.507054,0.49293,0.498191,0.506377,0.510303,0.495999,0.50708,0.499711,0.482526,0.502169,0.487351,0.493742,0.489712,0.507231,0.504187,0.505359,0.498227,0.618603,5.27577,0.590112,0.497818,0.50072,0.510023,0.499805,0.504326,0.484735,0.517472,0.488054,0.504465,0.493036,0.502776,0.488457,0.512765,0.518679,0.506341,0.511307,0.482105,0.504223,0.511939,0.490571,0.518512,0.500405,0.503056,0.0824049
0.0015,0.502121,0.507388,0.48301,0.512936,0.520388,0.491759,0.501054,0.50693,0.492789,0.498544,0.506617,0.510141,0.496312,0.507352,0.499724,0.482454,0.502237,0.487514,0.493771,0.49,0.507228,0.504383,0.505586,0.498481,0.632283,5.2487,0.604118,0.49836,0.500917,0.51008,0.499662,0.50433,0.485044,0.517448,0.488145,0.504518,0.493232,0.503349,0.487812,0.513292,0.518431,0.506852,0.511329,0.482106,0.504601,0.51178,0.490649,0.518492,0.500812,0.502915,0.0823798
0.0016,0.502219,0.50759,0.483032,0.512753,0.520756,0.491415,0.501705,0.506804,0.492644,0.498905,0.506854,0.509972,0.496635,0.507617,0.499735,0.48239,0.502302,0.487676,0.4938,0.490292,0.50722,0.504584,0.50581,0.498777,0.646814,5.21984,0.619,0.498932,0.501117,0.51013,0.499523,0.504327,0.485366,0.517414,0.488247,0.504559,0.493432,0.503924,0.487171,0.513819,0.518177,0.507372,0.511337,0.482121,0.504975,0.511613,0.49074,0.518461,0.501226,0.502772,0.0823228
0.0017,0.502318,0.507782,0.483069,0.512563,0.521114,0.491079,0.502355,0.506677,0.492497,0.499273,0.507089,0.509796,0.496968,0.507875,0.499744,0.482336,0.502363,0.487836,0.493829,0.490587,0.507208,0.504789,0.50603,0.499121,0.662178,5.1892,0.634742,0.499536,0.501319,0.510174,0.499387,0.504315,0.4857,0.517372,0.48836,0.504588,0.493635,0.5045,0.486535,0.514345,0.517917,0.507898,0.511331,0.48215,0.505347,0.511438,0.490845,0.518417,0.501647,0.502626,0.0823371
0.0018,0.50242,0.507966,0.483124,0.512366,0.521462,0.490752,0.503005,0.506548,0.492347,0.499648,0.507322,0.509615,0.497311,0.508125,0.499751,0.482291,0.50242,0.487995,0.493859,0.490884,0.50719,0.505,0.506247,0.499517,0.678357,5.15682,0.651326,0.500179,0.501524,0.510211,0.499255,0.504296,0.486047,0.51732,0.488485,0.504605,0.493841,0.505077,0.485903,0.51487,0.517651,0.508432,0.511311,0.482194,0.505715,0.511256,0.490962,0.518362,0.502074,0.50248,0.0823181
0.0019,0.502524,0.508139,0.483194,0.512162,0.521801,0.490433,0.503655,0.506419,0.492194,0.50003,0.507552,0.509427,0.497663,0.508367,0.499756,0.482255,0.502473,0.488153,0.493889,0.491185,0.507167,0.505215,0.50646,0.499969,0.695334,5.12273,0.668733,0.500863,0.50173,0.510242,0.499127,0.504269,0.486407,0.51726,0.488621,0.504611,0.494049,0.505655,0.485278,0.515393,0.51738,0.508973,0.511278,0.482251,0.50608,0.511066,0.491093,0.518295,0.502508,0.502331,0.0823591
0.002,0.502631,0.508304,0.483281,0.511952,0.52213,0.490124,0.504303,0.506288,0.492039,0.500419,0.50778,0.509234,0.498025,0.508602,0.499758,0.482229,0.502522,0.488309,0.493921,0.491487,0.50714,0.505435,0.506669,0.500484,0.713086,5.08695,0.686943,0.501594,0.501938,0.510268,0.499003,0.504235,0.486779,0.517192,0.488767,0.504605,0.494261,0.506232,0.484658,0.515913,0.517105,0.509519,0.511232,0.482322,0.50644,0.51087,0.491236,0.518217,0.502948,0.502181,0.082355
0.0021,0.502739,0.508459,0.483384,0.511736,0.522448,0.489823,0.504949,0.506156,0.491882,0.500815,0.508004,0.509036,0.498395,0.50883,0.499759,0.482213,0.502568,0.488463,0.493954,0.491792,0.507108,0.505661,0.506873,0.501065,0.731595,5.04951,0.705935,0.502376,0.502149,0.510287,0.498883,0.504193,0.487162,0.517114,0.488925,0.504588,0.494475,0.50681,0.484046,0.51643,0.516825,0.510072,0.511173,0.482408,0.506797,0.510668,0.491393,0.518128,0.503393,0.50203,0.0823431
0.0022,0.50285,0.508604,0.483503,0.511514,0.522756,0.489533,0.505593,0.506024,0.491723,0.501217,0.508226,0.508833,0.498775,0.50905,0.499757,0.482205,0.502609,0.488616,0.493988,0.492099,0.507072,0.505891,0.507074,0.501719,0.750838,5.01045,0.725689,0.503216,0.502362,0.510301,0.498767,0.504143,0.487558,0.517028,0.489094,0.504559,0.494692,0.507388,0.48344,0.516944,0.516541,0.510629,0.511101,0.482507,0.507149,0.510459,0.491561,0.518028,0.503844,0.501878,0.082437
0.0023,0.502963,0.50874,0.483638,0.511286,0.523052,0.489254,0.506234,0.505891,0.491563,0.501626,0.508445,0.508626,0.499164,0.509263,0.499754,0.482208,0.502647,0.488767,0.494024,0.492407,0.507031,0.506127,0.50727,0.502451,0.770793,4.96981,0.74618,0.504117,0.502577,0.510309,0.498655,0.504087,0.487966,0.516933,0.489275,0.504519,0.494912,0.507964,0.482843,0.517454,0.516253,0.511192,0.511016,0.482622,0.507496,0.510244,0.491743,0.517917,0.5043,0.501724,0.083807
0.0024,0.503078,0.508867,0.483789,0.511053,0.523338,0.488985,0.506872,0.505758,0.491401,0.50204,0.50866,0.508414,0.49956,0.509468,0.499748,0.482221,0.502681,0.488915,0.494061,0.492717,0.506986,0.506368,0.507462,0.503266,0.791436,4.92761,0.767387,0.505086,0.502794,0.510311,0.498547,0.504023,0.488385,0.51683,0.489466,0.504468,0.495134,0.508539,0.482255,0.517959,0.515963,0.511759,0.510919,0.48275,0.507838,0.510024,0.491936,0.517795,0.50476,0.50157,0.082207
0.0025,0.503195,0.508985,0.483955,0.510815,0.523612,0.488727,0.507506,0.505625,0.491238,0.502461,0.508872,0.508199,0.499965,0.509665,0.49974,0.482243,0.50271,0.489062,0.4941,0.493028,0.506937,0.506615,0.507649,0.504171,0.812743,4.8839,0.789283,0.506128,0.503013,0.510308,0.498443,0.503951,0.488815,0.516719,0.489668,0.504406,0.495358,0.509113,0.481676,0.518459,0.51567,0.512331,0.510811,0.482893,0.508175,0.509799,0.492142,0.517663,0.505225,0.501415,0.0824649
0.0026,0.503314,0.509093,0.484137,0.510572,0.523874,0.488481,0.508137,0.505492,0.491074,0.502887,0.50908,0.50798,0.500378,0.509856,0.499731,0.482275,0.502736,0.489206,0.494142,0.493341,0.506884,0.506867,0.507832,0.505171,0.834689,4.83871,0.811845,0.507249,0.503235,0.5103,0.498342,0.503873,0.489257,0.516599,0.489881,0.504334,0.495585,0.509686,0.481106,0.518954,0.515375,0.512905,0.51069,0.483049,0.508505,0.509569,0.49236,0.517521,0.505695,0.501259,0.0822749
0.0027,0.503436,0.509192,0.484334,0.510324,0.524124,0.488247,0.508762,0.505358,0.490909,0.503318,0.509285,0.507758,0.500798,0.510038,0.499719,0.482317,0.502758,0.489348,0.494185,0.493654,0.506827,0.507124,0.508011,0.506272,0.857248,4.79208,0.835046,0.508455,0.503459,0.510287,0.498246,0.503788,0.48971,0.516472,0.490105,0.504251,0.495814,0.510256,0.480548,0.519442,0.515078,0.513484,0.510558,0.483221,0.50883,0.509334,0.492589,0.517369,0.506168,0.501103,0.0823579
0.0028,0.503559,0.509282,0.484546,0.510072,0.524362,0.488025,0.509383,0.505225,0.490744,0.503754,0.509486,0.507534,0.501225,0.510214,0.499706,0.482369,0.502776,0.489488,0.494231,0.493968,0.506766,0.507387,0.508186,0.507481,0.880393,4.74406,0.85886,0.509752,0.503686,0.510269,0.498154,0.503696,0.490173,0.516336,0.49034,0.504158,0.496045,0.510823,0.48,0.519925,0.51478,0.514064,0.510416,0.483406,0.509148,0.509095,0.49283,0.517207,0.506645,0.500947,0.082339
0.0029,0.503685,0.509363,0.484773,0.509816,0.524588,0.487816,0.509998,0.505093,0.490579,0.504196,0.509683,0.507307,0.50166,0.510382,0.499691,0.482431,0.50279,0.489625,0.49428,0.494282,0.506702,0.507655,0.508357,0.508803,0.904098,4.69468,0.883259,0.511146,0.503915,0.510247,0.498066,0.503597,0.490647,0.516192,0.490585,0.504055,0.496278,0.511388,0.479463,0.520399,0.514482,0.514647,0.510262,0.483606,0.50946,0.508853,0.493082,0.517036,0.507125,0.500791,0.0821891
0.003,0.503812,0.509435,0.485014,0.509557,0.5248,0.48762,0.510608,0.50496,0.490414,0.504642,0.509876,0.507079,0.502101,0.510543,0.499674,0.482503,0.502801,0.48976,0.494331,0.494596,0.506635,0.507929,0.508524,0.510246,0.928334,4.64399,0.908215,0.512644,0.504147,0.510219,0.497981,0.503491,0.491131,0.516041,0.49084,0.503943,0.496513,0.51195,0.478939,0.520867,0.514183,0.515232,0.510098,0.483819,0.509765,0.508607,0.493345,0.516856,0.507607,0.500635,0.0822299
0.0031,0.503942,0.509498,0.48527,0.509294,0.525,0.487437,0.511211,0.504829,0.490249,0.505092,0.510065,0.506849,0.502548,0.510697,0.499655,0.482585,0.502807,0.489892,0.494386,0.494911,0.506564,0.508209,0.508687,0.511815,0.953073,4.59203,0.933699,0.514253,0.504382,0.510188,0.497901,0.50338,0.491625,0.515882,0.491106,0.50382,0.496749,0.512509,0.478428,0.521326,0.513885,0.515818,0.509925,0.484047,0.510063,0.508357,0.493619,0.516667,0.508093,0.500478,0.0823841
0.0032,0.504074,0.509552,0.48554,0.509028,0.525187,0.487267,0.511808,0.504698,0.490085,0.505546,0.51025,0.506618,0.503001,0.510844,0.499634,0.482677,0.50281,0.490021,0.494443,0.495224,0.506491,0.508494,0.508847,0.513516,0.978285,4.53884,0.959681,0.515977,0.504621,0.510152,0.497824,0.503262,0.492129,0.515716,0.491382,0.503689,0.496987,0.513064,0.477929,0.521777,0.513587,0.516405,0.509742,0.484288,0.510354,0.508106,0.493903,0.516469,0.50858,0.500323,0.082243
0.0033,0.504207,0.509598,0.485824,0.508759,0.52536,0.487112,0.512397,0.504568,0.489921,0.506004,0.510431,0.506386,0.50346,0.510984,0.499612,0.482778,0.502808,0.490147,0.494504,0.495538,0.506414,0.508784,0.509005,0.515357,1.00394,4.48448,0.986133,0.517825,0.504863,0.510112,0.497752,0.503137,0.492642,0.515543,0.491669,0.503548,0.497227,0.513615,0.477445,0.522219,0.513291,0.516992,0.509549,0.484544,0.510636,0.507852,0.494198,0.516263,0.50907,0.500167,0.082078
0.0034,0.504343,0.509635,0.486121,0.508488,0.52552,0.48697,0.512979,0.504439,0.489759,0.506466,0.510607,0.506154,0.503924,0.511117,0.499587,0.48289,0.502803,0.490271,0.494568,0.49585,0.506335,0.50908,0.509159,0.517344,1.03001,4.42899,1.01302,0.519802,0.505109,0.510068,0.497683,0.503007,0.493164,0.515362,0.491964,0.503399,0.497468,0.514162,0.476974,0.522651,0.512996,0.517579,0.509348,0.484813,0.510911,0.507596,0.494503,0.51605,0.509561,0.500013,0.082154
0.0035,0.50448,0.509664,0.486431,0.508214,0.525666,0.486843,0.513554,0.504311,0.489599,0.50693,0.510778,0.505922,0.504393,0.511243,0.499562,0.483012,0.502795,0.490392,0.494636,0.496161,0.506254,0.509382,0.509312,0.519484,1.05646,4.37241,1.04032,0.521916,0.505359,0.51002,0.497617,0.502871,0.493696,0.515175,0.49227,0.503242,0.49771,0.514705,0.476518,0.523074,0.512703,0.518165,0.509138,0.485095,0.511178,0.507338,0.494817,0.515828,0.510053,0.499859,0.0827281
0.0036,0.50462,0.509685,0.486755,0.507939,0.525798,0.486731,0.51412,0.504185,0.48944,0.507398,0.510946,0.505691,0.504866,0.511363,0.499534,0.483144,0.502782,0.490509,0.494708,0.496471,0.50617,0.509689,0.509463,0.521782,1.08327,4.3148,1.06799,0.524173,0.505614,0.509969,0.497556,0.50273,0.494236,0.514982,0.492585,0.503077,0.497953,0.515242,0.476078,0.523486,0.512413,0.51875,0.50892,0.485391,0.511437,0.50708,0.495141,0.515599,0.510546,0.499706,0.0828388
0.0037,0.504761,0.509697,0.487091,0.507662,0.525917,0.486633,0.514677,0.504059,0.489283,0.507869,0.511108,0.50546,0.505344,0.511476,0.499506,0.483285,0.502766,0.490624,0.494783,0.496779,0.506085,0.510001,0.509613,0.524246,1.11039,4.25621,1.09601,0.52658,0.505873,0.509915,0.497498,0.502583,0.494784,0.514782,0.492908,0.502904,0.498196,0.515775,0.475653,0.523888,0.512125,0.519334,0.508695,0.4857,0.511687,0.50682,0.495473,0.515363,0.511039,0.499554,0.0824571
0.0038,0.504904,0.509702,0.487439,0.507383,0.526021,0.486551,0.515226,0.503935,0.489129,0.508341,0.511266,0.50523,0.505825,0.511582,0.499475,0.483436,0.502746,0.490736,0.494862,0.497086,0.505998,0.510319,0.509762,0.526882,1.1378,4.19668,1.12433,0.529143,0.506139,0.509858,0.497444,0.50243,0.495341,0.514576,0.493241,0.502723,0.49844,0.516303,0.475244,0.524278,0.511841,0.519915,0.508462,0.486022,0.511928,0.50656,0.495815,0.515121,0.511532,0.499404,0.0824111
0.0039,0.505048,0.5097,0.487799,0.507104,0.526111,0.486484,0.515765,0.503813,0.488977,0.508816,0.511419,0.505002,0.50631,0.511683,0.499444,0.483597,0.502723,0.490844,0.494946,0.49739,0.505909,0.510641,0.509912,0.529696,1.16547,4.13626,1.15294,0.53187,0.50641,0.509798,0.497393,0.502273,0.495905,0.514364,0.493583,0.502536,0.498685,0.516825,0.474852,0.524657,0.511561,0.520494,0.508222,0.486357,0.512161,0.506301,0.496165,0.514872,0.512026,0.499255,0.082778
0.004,0.505194,0.509689,0.488171,0.506824,0.526187,0.486432,0.516295,0.503692,0.488828,0.509292,0.511567,0.504776,0.506798,0.511777,0.499411,0.483768,0.502697,0.490949,0.495034,0.497692,0.505819,0.51097,0.510062,0.532695,1.19336,4.07501,1.18178,0.534766,0.506687,0.509735,0.497346,0.502111,0.496476,0.514147,0.493933,0.502342,0.49893,0.517341,0.474477,0.525024,0.511285,0.52107,0.507977,0.486705,0.512384,0.506041,0.496523,0.514617,0.512518,0.499108,0.0827839
0.0041,0.505342,0.509672,0.488554,0.506543,0.526249,0.486396,0.516815,0.503573,0.488682,0.50977,0.511711,0.504553,0.507289,0.511865,0.499376,0.483948,0.502666,0.491051,0.495126,0.497992,0.505728,0.511303,0.510215,0.535885,1.22144,4.01298,1.21084,0.537839,0.506972,0.50967,0.497303,0.501944,0.497055,0.513924,0.49429,0.502142,0.499175,0.517852,0.474119,0.525379,0.511013,0.521642,0.507725,0.487065,0.512598,0.505782,0.496889,0.514356,0.51301,0.498962,0.0823209
0.0042,0.505491,0.509647,0.488947,0.506262,0.526296,0.486375,0.517325,0.503455,0.48854,0.510249,0.511849,0.504332,0.507781,0.511947,0.499341,0.484138,0.502633,0.49115,0.495223,0.498289,0.505636,0.511641,0.51037,0.539272,1.24968,3.95022,1.24008,0.541094,0.507265,0.509602,0.497262,0.501773,0.49764,0.513696,0.494656,0.501935,0.49942,0.518356,0.473779,0.525721,0.510747,0.522211,0.507467,0.487438,0.512802,0.505525,0.497262,0.51409,0.5135,0.498818,0.0826831
0.0043,0.505642,0.509616,0.489352,0.505982,0.526329,0.486371,0.517824,0.50334,0.488402,0.510728,0.511982,0.504114,0.508276,0.512023,0.499304,0.484336,0.502596,0.491246,0.495324,0.498582,0.505543,0.511984,0.510528,0.542863,1.27804,3.88679,1.26947,0.544539,0.507566,0.509532,0.497225,0.501597,0.498231,0.513463,0.49503,0.501723,0.499664,0.518854,0.473458,0.52605,0.510485,0.522775,0.507205,0.487823,0.512997,0.505269,0.497642,0.513819,0.513989,0.498677,0.0821352
0.0044,0.505794,0.509578,0.489766,0.505702,0.526347,0.486382,0.518312,0.503226,0.488267,0.511208,0.512111,0.5039,0.508772,0.512094,0.499267,0.484545,0.502556,0.491338,0.49543,0.498873,0.50545,0.512333,0.510691,0.546663,1.30649,3.82273,1.29896,0.54818,0.507876,0.509461,0.497191,0.501417,0.498829,0.513226,0.49541,0.501507,0.499908,0.519345,0.473154,0.526366,0.51023,0.523334,0.506938,0.488219,0.513183,0.505015,0.498029,0.513544,0.514475,0.498537,0.0824001
0.0045,0.505947,0.509534,0.49019,0.505422,0.526351,0.48641,0.51879,0.503115,0.488138,0.511688,0.512234,0.503689,0.50927,0.512159,0.499228,0.484762,0.502513,0.491426,0.495541,0.499159,0.505357,0.512686,0.510859,0.550678,1.335,3.7581,1.32853,0.552023,0.508196,0.509388,0.497161,0.501234,0.499432,0.512985,0.495798,0.501285,0.500151,0.519829,0.47287,0.526668,0.509981,0.523888,0.506667,0.488627,0.513358,0.504763,0.498422,0.513264,0.51496,0.4984,0.082876
0.0046,0.506101,0.509484,0.490624,0.505144,0.52634,0.486453,0.519256,0.503005,0.488013,0.512168,0.512353,0.503483,0.509768,0.512218,0.499189,0.484988,0.502466,0.491512,0.495657,0.499443,0.505264,0.513043,0.511035,0.554914,1.36353,3.69295,1.35814,0.556074,0.508527,0.509314,0.497133,0.501047,0.500041,0.51274,0.496192,0.501059,0.500394,0.520307,0.472605,0.526956,0.509738,0.524436,0.506392,0.489046,0.513523,0.504514,0.498822,0.512981,0.515441,0.498265,0.0820541
0.0047,0.506257,0.509427,0.491066,0.504867,0.526315,0.486513,0.519711,0.502898,0.487893,0.512647,0.512466,0.503281,0.510266,0.512273,0.499148,0.485223,0.502417,0.491594,0.495778,0.499722,0.505172,0.513406,0.511218,0.559377,1.39205,3.62734,1.38776,0.560339,0.50887,0.509239,0.497108,0.500856,0.500654,0.512491,0.496592,0.500829,0.500635,0.520777,0.47236,0.52723,0.509503,0.524978,0.506114,0.489476,0.513678,0.504268,0.499227,0.512694,0.51592,0.498133,0.081954
0.0048,0.506414,0.509366,0.491516,0.504591,0.526275,0.486589,0.520154,0.502792,0.487778,0.513126,0.512574,0.503084,0.510764,0.512323,0.499107,0.485467,0.502365,0.491673,0.495904,0.499997,0.50508,0.513773,0.51141,0.564071,1.42052,3.56132,1.41735,0.564824,0.509226,0.509162,0.497086,0.500663,0.501272,0.512238,0.496998,0.500595,0.500875,0.52124,0.472134,0.527489,0.509274,0.525513,0.505832,0.489917,0.513823,0.504025,0.499637,0.512403,0.516395,0.498004,0.0835629
0.0049,0.506571,0.509299,0.491975,0.504318,0.526221,0.486681,0.520585,0.502689,0.487669,0.513603,0.512678,0.502892,0.511262,0.512367,0.499066,0.485719,0.50231,0.491748,0.496034,0.500267,0.504989,0.514144,0.511612,0.569003,1.44892,3.49495,1.44688,0.569534,0.509596,0.509085,0.497067,0.500466,0.501895,0.511983,0.49741,0.500359,0.501113,0.521695,0.471929,0.527734,0.509053,0.526041,0.505549,0.490368,0.513957,0.503786,0.500052,0.51211,0.516866,0.497878,0.0811031
0.005,0.50673,0.509226,0.492441,0.504046,0.526153,0.486789,0.521004,0.502588,0.487566,0.514078,0.512776,0.502706,0.511759,0.512407,0.499023,0.48598,0.502252,0.49182,0.496171,0.500533,0.5049,0.51452,0.511827,0.574176,1.47721,3.42828,1.47632,0.574476,0.509981,0.509008,0.497051,0.500267,0.502521,0.511725,0.497828,0.500119,0.501349,0.522143,0.471744,0.527964,0.50884,0.526561,0.505264,0.49083,0.514082,0.503551,0.500472,0.511815,0.517333,0.497755,0.0816801
0.0051,0.506889,0.50915,0.492915,0.503777,0.52607,0.486914,0.52141,0.50249,0.487469,0.514552,0.512868,0.502526,0.512254,0.512443,0.498981,0.486249,0.502191,0.491889,0.496312,0.500795,0.504811,0.5149,0.512055,0.579597,1.50536,3.36136,1.50562,0.579654,0.510383,0.508931,0.497038,0.500065,0.503151,0.511465,0.49825,0.499878,0.501584,0.522583,0.47158,0.528178,0.508635,0.527074,0.504977,0.491301,0.514195,0.503321,0.500896,0.511518,0.517795,0.497635,0.0811799
0.0052,0.507049,0.509068,0.493395,0.503511,0.525973,0.487055,0.521804,0.502394,0.487378,0.515023,0.512956,0.502352,0.512748,0.512474,0.498938,0.486526,0.502128,0.491954,0.496458,0.501051,0.504725,0.515284,0.512298,0.585269,1.53333,3.29425,1.53477,0.585073,0.510801,0.508853,0.497027,0.499861,0.503783,0.511203,0.498676,0.499634,0.501816,0.523015,0.471436,0.528377,0.508439,0.527578,0.504689,0.491782,0.514298,0.503095,0.501323,0.511219,0.518253,0.497519,0.0820999
