t,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,walltime
0.0012,0.495614,0.475948,0.527539,0.48537,0.497214,0.471199,0.52112,0.541015,0.51058,0.472544,0.445619,0.520159,0.48415,0.52993,0.58139,0.492972,0.477105,0.437805,0.510415,0.47276,0.45782,0.482389,0.499342,0.552282,0.494943,5.43816,0.673773,0.549469,0.523593,0.511076,0.505411,0.48125,0.543312,0.44512,0.482669,0.493055,0.545887,0.511753,0.558925,0.551761,0.478186,0.511436,0.483015,0.576464,0.490895,0.528923,0.440769,0.485263,0.439021,0.517162,0.010257
0.0013,0.495383,0.476069,0.527927,0.485508,0.497058,0.470887,0.522066,0.540652,0.51065,0.474142,0.444418,0.520458,0.483044,0.53116,0.581428,0.493083,0.477191,0.438244,0.509858,0.473191,0.457799,0.482508,0.498921,0.553293,0.505866,5.41572,0.686514,0.550473,0.522407,0.511547,0.504413,0.481507,0.544042,0.44576,0.483313,0.492949,0.544784,0.511558,0.559459,0.552078,0.478767,0.511286,0.482878,0.576558,0.490946,0.529494,0.440574,0.485854,0.438025,0.517831,0.010252
0.0014,0.495146,0.476214,0.52829,0.485657,0.496894,0.470579,0.523036,0.540244,0.51073,0.475752,0.443232,0.520739,0.481946,0.532379,0.581453,0.493211,0.477278,0.438695,0.509276,0.473624,0.457801,0.482615,0.49851,0.55431,0.517729,5.39137,0.700166,0.551501,0.521228,0.51201,0.503413,0.481792,0.54473,0.446428,0.483949,0.492868,0.543645,0.511385,0.559981,0.552384,0.479373,0.511123,0.482764,0.576613,0.491018,0.530052,0.440389,0.486453,0.437031,0.518491,0.010257
0.0015,0.494902,0.476381,0.528627,0.485817,0.496722,0.470277,0.524031,0.539792,0.510821,0.477372,0.442063,0.521001,0.480856,0.533589,0.581466,0.493356,0.477365,0.439156,0.50867,0.47406,0.457824,0.482708,0.49811,0.555335,0.530519,5.36515,0.714715,0.552557,0.520056,0.512463,0.502413,0.482104,0.545376,0.447125,0.484578,0.492812,0.542469,0.511235,0.560488,0.55268,0.480002,0.510949,0.482674,0.57663,0.491112,0.530596,0.440214,0.48706,0.436039,0.519141,0.010289
0.0016,0.494651,0.476572,0.528939,0.485989,0.496542,0.469981,0.525048,0.539297,0.510924,0.478999,0.440913,0.521244,0.479777,0.534787,0.581467,0.493517,0.477452,0.439629,0.508041,0.474499,0.45787,0.482787,0.497722,0.556371,0.544222,5.33708,0.730146,0.553644,0.518892,0.512905,0.501414,0.482442,0.54598,0.44785,0.485197,0.492781,0.541258,0.511107,0.56098,0.552966,0.480654,0.510765,0.482607,0.576607,0.491229,0.531128,0.440049,0.487674,0.435051,0.51978,0.010236
0.0017,0.494394,0.476785,0.529225,0.486172,0.496354,0.469691,0.526088,0.538759,0.511039,0.480632,0.439783,0.521467,0.478707,0.535974,0.581456,0.493694,0.477541,0.440113,0.507388,0.474939,0.457938,0.482851,0.497347,0.557422,0.558821,5.30718,0.746442,0.554766,0.517738,0.513336,0.500418,0.482807,0.546541,0.448605,0.485807,0.492777,0.540011,0.511002,0.561456,0.553242,0.481328,0.510569,0.482562,0.576546,0.491368,0.531647,0.439896,0.488295,0.434068,0.520409,0.0103331
0.0018,0.49413,0.477022,0.529486,0.486365,0.496158,0.469408,0.52715,0.538178,0.511166,0.482269,0.438674,0.521668,0.47765,0.537147,0.581433,0.493888,0.47763,0.440606,0.506713,0.475382,0.458029,0.482901,0.496986,0.55849,0.574299,5.27548,0.763584,0.555926,0.516595,0.513755,0.499424,0.483197,0.547059,0.449388,0.486407,0.492798,0.538729,0.51092,0.561917,0.553508,0.482023,0.510364,0.482541,0.576445,0.491528,0.532152,0.439753,0.488921,0.433089,0.521026,0.0103209
0.0019,0.493859,0.477282,0.529721,0.486568,0.495955,0.469132,0.528231,0.537557,0.511308,0.483907,0.437589,0.521846,0.476605,0.538307,0.581399,0.494097,0.477721,0.44111,0.506015,0.475826,0.458144,0.482935,0.496639,0.55958,0.590639,5.24201,0.781554,0.557129,0.515463,0.51416,0.498435,0.483612,0.547535,0.450202,0.486996,0.492845,0.537412,0.510862,0.562362,0.553765,0.48274,0.510149,0.482542,0.576305,0.491712,0.532643,0.439622,0.489553,0.432117,0.521632,0.010278
0.002,0.493583,0.477564,0.529932,0.486782,0.495744,0.468864,0.529333,0.536894,0.511464,0.485546,0.436529,0.522002,0.475574,0.539453,0.581354,0.494323,0.477814,0.441623,0.505296,0.476271,0.458282,0.482953,0.496308,0.560696,0.60782,5.20679,0.800331,0.558379,0.514345,0.51455,0.497452,0.484051,0.547968,0.451045,0.487575,0.492918,0.536061,0.510828,0.56279,0.554013,0.483477,0.509926,0.482565,0.576126,0.491917,0.533121,0.439504,0.490188,0.431153,0.522226,0.0102279
0.0021,0.4933,0.477869,0.530117,0.487005,0.495527,0.468604,0.530452,0.536191,0.511635,0.487183,0.435495,0.522134,0.474558,0.540582,0.581299,0.494564,0.477909,0.442145,0.504556,0.476716,0.458444,0.482954,0.495994,0.561841,0.625824,5.16986,0.819896,0.559679,0.51324,0.514926,0.496474,0.484515,0.548358,0.451917,0.488142,0.493017,0.534676,0.510818,0.5632,0.554253,0.484234,0.509695,0.482611,0.575908,0.492144,0.533584,0.439398,0.490827,0.430196,0.522808,0.0103071
0.0022,0.493012,0.478196,0.530277,0.487238,0.495302,0.468352,0.531589,0.535448,0.511822,0.488816,0.434489,0.522241,0.473557,0.541696,0.581233,0.49482,0.478006,0.442676,0.503795,0.477162,0.458629,0.482939,0.495696,0.563021,0.644629,5.13125,0.840226,0.561035,0.51215,0.515286,0.495505,0.485001,0.548706,0.45282,0.488698,0.493141,0.533257,0.510832,0.563593,0.554484,0.48501,0.509457,0.482679,0.575651,0.492394,0.534034,0.439304,0.491468,0.429249,0.523376,0.010289
0.0023,0.492717,0.478546,0.530412,0.48748,0.495071,0.46811,0.532742,0.534666,0.512026,0.490443,0.433513,0.522322,0.472573,0.542793,0.581157,0.495092,0.478105,0.443215,0.503014,0.477608,0.458839,0.482906,0.495417,0.56424,0.664213,5.09099,0.861298,0.562452,0.511077,0.515628,0.494544,0.485509,0.549012,0.453752,0.489242,0.493292,0.531806,0.510871,0.563967,0.554707,0.485805,0.509212,0.482768,0.575355,0.492665,0.534469,0.439224,0.492111,0.428312,0.523931,0.0102732
0.0024,0.492417,0.478917,0.530522,0.48773,0.494834,0.467877,0.53391,0.533847,0.512246,0.492063,0.432568,0.522378,0.471607,0.543873,0.581071,0.495378,0.478207,0.443761,0.502215,0.478054,0.459073,0.482856,0.495157,0.565502,0.684553,5.04913,0.88309,0.563935,0.51002,0.515953,0.493592,0.486039,0.549275,0.454714,0.489773,0.493468,0.530322,0.510934,0.564323,0.554923,0.486617,0.508961,0.482879,0.575021,0.492959,0.53489,0.439158,0.492755,0.427386,0.524472,0.0103021
0.0025,0.492111,0.479311,0.530608,0.487989,0.49459,0.467655,0.535092,0.532991,0.512483,0.493674,0.431655,0.522406,0.470658,0.544934,0.580976,0.495679,0.478313,0.444315,0.501396,0.478499,0.45933,0.482787,0.494916,0.566813,0.705626,5.00569,0.905575,0.565488,0.508983,0.51626,0.492651,0.48659,0.549497,0.455707,0.490292,0.493669,0.528806,0.511022,0.564659,0.555131,0.487446,0.508705,0.483011,0.574649,0.493274,0.535296,0.439106,0.493399,0.426471,0.524999,0.0102551
0.0026,0.4918,0.479725,0.53067,0.488256,0.494341,0.467443,0.536286,0.532098,0.512738,0.495274,0.430776,0.522407,0.469729,0.545976,0.580871,0.495994,0.478421,0.444876,0.50056,0.478943,0.459613,0.4827,0.494697,0.568177,0.727406,4.96071,0.928729,0.567117,0.507964,0.516547,0.491722,0.487161,0.549677,0.456728,0.490798,0.493895,0.52726,0.511135,0.564976,0.555332,0.488292,0.508444,0.483164,0.574238,0.49361,0.535688,0.439068,0.494042,0.42557,0.525512,0.0102761
0.0027,0.491483,0.480161,0.530709,0.48853,0.494086,0.467242,0.537492,0.531171,0.513012,0.496862,0.429932,0.52238,0.468819,0.546998,0.580757,0.496324,0.478534,0.445444,0.499706,0.479385,0.459919,0.482595,0.494498,0.569601,0.749869,4.91424,0.952527,0.568827,0.506967,0.516814,0.490806,0.487752,0.549815,0.45778,0.491291,0.494146,0.525683,0.511273,0.565272,0.555526,0.489152,0.50818,0.483337,0.57379,0.493969,0.536065,0.439046,0.494684,0.424683,0.526009,0.0103209
0.0028,0.491162,0.480618,0.530723,0.488812,0.493825,0.467054,0.538708,0.530209,0.513304,0.498434,0.429125,0.522324,0.46793,0.547999,0.580635,0.496667,0.47865,0.446017,0.498835,0.479826,0.46025,0.482471,0.494323,0.571089,0.772988,4.86632,0.976939,0.570624,0.505991,0.517061,0.489904,0.48836,0.549913,0.45886,0.491771,0.494422,0.524077,0.511436,0.565549,0.555715,0.490027,0.507913,0.48353,0.573304,0.494348,0.536428,0.439038,0.495324,0.42381,0.526492,0.0102921
0.0029,0.490836,0.481095,0.530715,0.4891,0.49356,0.466877,0.539933,0.529214,0.513616,0.499991,0.428356,0.522239,0.467062,0.54898,0.580504,0.497024,0.47877,0.446596,0.497948,0.480265,0.460605,0.482328,0.494171,0.572647,0.796736,4.81698,1.00194,0.572514,0.505039,0.517286,0.489016,0.488987,0.54997,0.45997,0.492238,0.494722,0.522441,0.511624,0.565804,0.555897,0.490916,0.507644,0.483742,0.572781,0.494748,0.536775,0.439046,0.495961,0.422953,0.526958,0.01036
0.003,0.490505,0.481592,0.530683,0.489395,0.493289,0.466714,0.541165,0.528188,0.513947,0.50153,0.427626,0.522124,0.466217,0.549938,0.580366,0.497393,0.478895,0.447179,0.497046,0.480702,0.460985,0.482165,0.494043,0.574281,0.821085,4.76627,1.0275,0.574502,0.504111,0.517488,0.488144,0.48963,0.549987,0.461109,0.492692,0.495045,0.520778,0.511836,0.566039,0.556074,0.491818,0.507374,0.483974,0.572221,0.495169,0.537108,0.439071,0.496594,0.422112,0.527408,0.0102761
0.0031,0.490169,0.482109,0.530629,0.489695,0.493014,0.466564,0.542403,0.527131,0.514298,0.503049,0.426936,0.521978,0.465394,0.550875,0.580219,0.497776,0.479024,0.447768,0.496129,0.481136,0.461388,0.481983,0.49394,0.575997,0.846007,4.71423,1.05359,0.576594,0.503209,0.517668,0.487288,0.49029,0.549965,0.462277,0.493132,0.495392,0.519088,0.512074,0.566251,0.556246,0.492732,0.507103,0.484224,0.571625,0.495611,0.537426,0.439111,0.497223,0.421288,0.527842,0.010236
0.0032,0.48983,0.482645,0.530554,0.490001,0.492734,0.466428,0.543645,0.526044,0.514669,0.504547,0.426288,0.521802,0.464595,0.551788,0.580065,0.498172,0.479159,0.44836,0.495198,0.481567,0.461816,0.481781,0.493864,0.5778,0.871473,4.66092,1.08018,0.578797,0.502333,0.517825,0.48645,0.490964,0.549903,0.463472,0.493559,0.495762,0.517372,0.512336,0.566442,0.556414,0.493657,0.506833,0.484493,0.570993,0.496073,0.537729,0.439169,0.497846,0.420483,0.528259,0.0101869
0.0033,0.489486,0.4832,0.530456,0.490311,0.49245,0.466307,0.544891,0.52493,0.515061,0.506023,0.425682,0.521595,0.46382,0.552677,0.579904,0.49858,0.479298,0.448956,0.494253,0.481995,0.462268,0.481559,0.493815,0.579697,0.897452,4.60637,1.10725,0.581116,0.501486,0.517957,0.485631,0.491653,0.549803,0.464696,0.493972,0.496154,0.51563,0.512623,0.566611,0.556577,0.494592,0.506564,0.484779,0.570325,0.496554,0.538017,0.439243,0.498463,0.419697,0.528658,0.0101941
0.0034,0.489139,0.483773,0.530337,0.490626,0.492163,0.466201,0.546139,0.523788,0.515473,0.507474,0.425121,0.521356,0.46307,0.553542,0.579737,0.498999,0.479443,0.449556,0.493296,0.48242,0.462744,0.481318,0.493793,0.581694,0.923915,4.55063,1.13475,0.583557,0.500667,0.518065,0.484831,0.492355,0.549665,0.465947,0.494372,0.496568,0.513865,0.512933,0.566757,0.556736,0.495537,0.506297,0.485082,0.569622,0.497055,0.53829,0.439335,0.499073,0.418931,0.52904,0.010215
0.0035,0.488788,0.484364,0.530198,0.490944,0.491872,0.466111,0.547387,0.52262,0.515906,0.5089,0.424604,0.521085,0.462345,0.554383,0.579562,0.499431,0.479594,0.450158,0.492327,0.482841,0.463244,0.481057,0.493801,0.583796,0.950831,4.49375,1.16266,0.586127,0.49988,0.518149,0.484051,0.49307,0.54949,0.467225,0.494759,0.497003,0.512076,0.513269,0.566881,0.556892,0.49649,0.506033,0.485402,0.568885,0.497576,0.538548,0.439445,0.499676,0.418186,0.529404,0.0101881
0.0036,0.488434,0.484972,0.530039,0.491266,0.491577,0.466037,0.548633,0.521428,0.516359,0.510299,0.424133,0.520782,0.461645,0.555198,0.579382,0.499873,0.479752,0.450762,0.491347,0.483258,0.463767,0.480776,0.493839,0.586011,0.978168,4.43579,1.19095,0.588831,0.499124,0.518206,0.483292,0.493796,0.549278,0.46853,0.495133,0.497459,0.510265,0.513628,0.566981,0.557045,0.497451,0.505774,0.485738,0.568114,0.498115,0.538791,0.439574,0.50027,0.417462,0.52975,0.0102098
0.0037,0.488076,0.485597,0.52986,0.491591,0.49128,0.46598,0.549877,0.520214,0.516834,0.511669,0.423709,0.520447,0.460972,0.555987,0.579195,0.500327,0.479915,0.451368,0.490355,0.48367,0.464314,0.480475,0.493908,0.588343,1.00589,4.37678,1.21958,0.591676,0.498402,0.518238,0.482555,0.494533,0.549031,0.469861,0.495494,0.497934,0.508434,0.51401,0.567058,0.557196,0.498418,0.505518,0.486089,0.567309,0.498673,0.539019,0.43972,0.500855,0.416761,0.530077,0.0101881
0.0038,0.487716,0.486239,0.529662,0.491918,0.490979,0.465941,0.551117,0.518977,0.51733,0.513009,0.423332,0.52008,0.460325,0.55675,0.579003,0.500791,0.480085,0.451975,0.489355,0.484079,0.464884,0.480155,0.494009,0.590801,1.03398,4.31679,1.24852,0.594667,0.497715,0.518243,0.481841,0.495279,0.548748,0.471217,0.495842,0.498429,0.506583,0.514416,0.567112,0.557344,0.499391,0.505269,0.486456,0.566471,0.499249,0.539232,0.439886,0.50143,0.416083,0.530385,0.0102398
0.0039,0.487354,0.486896,0.529445,0.492246,0.490677,0.46592,0.552351,0.517721,0.517848,0.514318,0.423004,0.51968,0.459706,0.557487,0.578805,0.501266,0.480262,0.452584,0.488344,0.484482,0.465476,0.479815,0.494143,0.593389,1.06238,4.25586,1.27773,0.597812,0.497064,0.518222,0.48115,0.496034,0.548431,0.472598,0.496178,0.498942,0.504713,0.514845,0.567142,0.557491,0.500369,0.505026,0.486837,0.565601,0.499842,0.53943,0.440071,0.501995,0.415429,0.530674,0.0102429
0.004,0.486989,0.487569,0.529211,0.492576,0.490372,0.465917,0.553578,0.516446,0.518386,0.515595,0.422725,0.519247,0.459114,0.558196,0.578602,0.501751,0.480445,0.453192,0.487326,0.484881,0.466091,0.479455,0.494311,0.596114,1.09108,4.19404,1.3072,0.601116,0.49645,0.518174,0.480483,0.496796,0.548082,0.474003,0.496501,0.499473,0.502825,0.515296,0.567148,0.557636,0.501351,0.50479,0.487231,0.5647,0.500453,0.539613,0.440275,0.502549,0.414799,0.530943,0.0102861
0.0041,0.486622,0.488256,0.528959,0.492906,0.490065,0.465934,0.554796,0.515154,0.518945,0.516838,0.422496,0.518781,0.458549,0.558877,0.578395,0.502245,0.480636,0.453801,0.4863,0.485274,0.466728,0.479076,0.494514,0.598982,1.12004,4.13139,1.33687,0.604585,0.495875,0.518099,0.479842,0.497565,0.547699,0.475431,0.496813,0.50002,0.500922,0.51577,0.56713,0.557781,0.502335,0.504563,0.487638,0.563767,0.50108,0.539781,0.440499,0.503091,0.414195,0.531193,0.0102611
0.0042,0.486253,0.488957,0.528691,0.493236,0.489757,0.46597,0.556004,0.513846,0.519526,0.518046,0.422318,0.518283,0.458013,0.559531,0.578183,0.502748,0.480835,0.454409,0.485267,0.485663,0.467387,0.478679,0.494753,0.602,1.14922,4.06795,1.36672,0.608225,0.495341,0.517996,0.479225,0.49834,0.547285,0.476882,0.497113,0.500584,0.499004,0.516266,0.567087,0.557925,0.503322,0.504345,0.488058,0.562804,0.501724,0.539935,0.440744,0.50362,0.413617,0.531422,0.0102701
0.0043,0.485883,0.489672,0.528406,0.493565,0.489447,0.466027,0.5572,0.512524,0.520127,0.519219,0.422192,0.517752,0.457506,0.560156,0.577966,0.503261,0.481041,0.455016,0.484227,0.486046,0.468066,0.478262,0.495029,0.605174,1.17859,4.0038,1.39671,0.612042,0.494848,0.517865,0.478635,0.49912,0.54684,0.478355,0.497402,0.501163,0.497073,0.516782,0.56702,0.558069,0.504309,0.504137,0.48849,0.561812,0.502383,0.540074,0.441008,0.504135,0.413066,0.531631,0.010288
0.0044,0.485511,0.490399,0.528106,0.493894,0.489136,0.466105,0.558382,0.51119,0.520749,0.520354,0.422117,0.517188,0.457027,0.560753,0.577746,0.503782,0.481255,0.455622,0.483182,0.486423,0.468767,0.477827,0.495344,0.608509,1.20812,3.93897,1.42681,0.616042,0.494399,0.517707,0.478072,0.499904,0.546366,0.47985,0.497679,0.501756,0.495129,0.51732,0.566929,0.558214,0.505297,0.50394,0.488933,0.560791,0.503058,0.540198,0.441293,0.504637,0.412542,0.53182,0.010263
0.0045,0.485139,0.491139,0.527791,0.49422,0.488825,0.466204,0.559549,0.509845,0.521391,0.521451,0.422094,0.516592,0.456576,0.561321,0.577521,0.504311,0.481478,0.456226,0.482132,0.486794,0.469488,0.477373,0.495699,0.612012,1.23776,3.87352,1.45698,0.620231,0.493996,0.517521,0.477536,0.50069,0.545863,0.481364,0.497947,0.502362,0.493175,0.517878,0.566813,0.55836,0.506283,0.503755,0.489387,0.559741,0.503748,0.540307,0.4416,0.505125,0.412047,0.531988,0.0102839
0.0046,0.484766,0.49189,0.527463,0.494545,0.488513,0.466326,0.5607,0.50849,0.522054,0.52251,0.422124,0.515964,0.456155,0.56186,0.577293,0.504848,0.481708,0.456827,0.481078,0.48716,0.47023,0.476902,0.496094,0.615689,1.2675,3.80751,1.48719,0.624613,0.493638,0.517307,0.477028,0.501478,0.545333,0.482899,0.498204,0.502981,0.491211,0.518456,0.566672,0.558507,0.507268,0.503583,0.48985,0.558665,0.504451,0.540402,0.441927,0.505597,0.41158,0.532134,0.0102401
0.0047,0.484393,0.492651,0.52712,0.494866,0.488201,0.466469,0.561833,0.507128,0.522737,0.523528,0.422208,0.515303,0.455763,0.562369,0.577062,0.505393,0.481948,0.457426,0.480021,0.487519,0.47099,0.476414,0.496531,0.619545,1.29729,3.74099,1.51741,0.629196,0.493329,0.517065,0.476549,0.502268,0.544775,0.484452,0.498452,0.503611,0.489239,0.519053,0.566507,0.558656,0.508249,0.503424,0.490323,0.557561,0.505169,0.540483,0.442276,0.506054,0.411143,0.53226,0.0102632
0.0048,0.48402,0.493423,0.526765,0.495184,0.487889,0.466636,0.562946,0.50576,0.52344,0.524506,0.422345,0.514611,0.455401,0.562848,0.576828,0.505945,0.482195,0.458022,0.478961,0.487872,0.471769,0.475909,0.497011,0.623587,1.32709,3.67401,1.54759,0.633984,0.49307,0.516795,0.476098,0.503057,0.544193,0.486022,0.49869,0.504251,0.487261,0.519668,0.566317,0.558806,0.509227,0.503279,0.490804,0.556432,0.5059,0.540549,0.442646,0.506494,0.410735,0.532363,0.0102911
0.0049,0.483647,0.494204,0.526399,0.495498,0.487578,0.466827,0.564038,0.504388,0.524162,0.525443,0.422536,0.513888,0.455067,0.563298,0.576591,0.506504,0.482452,0.458615,0.477899,0.488219,0.472567,0.475387,0.497535,0.627819,1.35688,3.60664,1.57771,0.638981,0.492863,0.516497,0.475677,0.503845,0.543585,0.48761,0.49892,0.504901,0.485278,0.520302,0.566102,0.55896,0.5102,0.50315,0.491293,0.555278,0.506643,0.540602,0.443038,0.506917,0.410358,0.532446,0.010278
0.005,0.483275,0.494994,0.52602,0.495808,0.487267,0.467041,0.565107,0.503013,0.524903,0.526337,0.42278,0.513133,0.454763,0.563718,0.576351,0.507069,0.482718,0.459203,0.476836,0.48856,0.473382,0.474849,0.498105,0.632247,1.38662,3.53893,1.60772,0.644195,0.492709,0.516171,0.475285,0.504631,0.542955,0.489213,0.499142,0.505559,0.483292,0.520952,0.565862,0.559116,0.511167,0.503037,0.491789,0.5541,0.507398,0.54064,0.443453,0.507323,0.410012,0.532506,0.0102949
0.0051,0.482903,0.495792,0.525632,0.496112,0.486958,0.46728,0.566151,0.501637,0.525662,0.527188,0.423079,0.512347,0.454488,0.564107,0.576109,0.50764,0.482993,0.459788,0.475772,0.488894,0.474214,0.474296,0.498721,0.636877,1.41627,3.47093,1.6376,0.649628,0.492609,0.515818,0.474924,0.505414,0.542302,0.490832,0.499357,0.506224,0.481303,0.52162,0.565597,0.559276,0.512128,0.502942,0.492291,0.552898,0.508165,0.540664,0.443889,0.507711,0.409698,0.532544,0.010247
0.0052,0.482533,0.496597,0.525233,0.49641,0.48665,0.467544,0.56717,0.500262,0.52644,0.527996,0.423432,0.511532,0.454243,0.564466,0.575864,0.508217,0.483277,0.460367,0.474708,0.489222,0.475063,0.473729,0.499386,0.641713,1.44581,3.4027,1.66731,0.655286,0.492567,0.515438,0.474594,0.506193,0.541628,0.492464,0.499564,0.506896,0.479314,0.522303,0.565308,0.559439,0.513081,0.502863,0.4928,0.551674,0.508943,0.540675,0.444348,0.508081,0.409415,0.532561,0.0295141
